-0.016411653	0.027303426	0.007781635	-0.034070674	-0.0018046452	0.09181144	-0.020957332	-0.034199335	0.01935964	-0.115662724	-0.11776049	0.060278308	-0.05024717	0.030314209	-0.034437086	0.06543114
-0.022051455	0.07112505	0.05340964	0.12248702	0.18721563	0.033536125	-0.12366008	-0.057254143	-0.04607868	-0.16153614	0.0014897183	0.15700829	-0.123739764	-0.04626077	-0.014472253	-0.04267811
-0.06617882	0.11115985	0.16383955	0.2084384	0.18690638	-0.017578227	-0.14736925	-0.106418684	-0.107943244	-0.22748522	-0.03407294	0.21324584	-0.1959261	-0.117007956	-0.064988665	-0.03751864
0.2612676	-0.30822024	-0.37835678	-0.26113957	-0.4835667	0.29194936	0.36040285	0.37151706	0.35801727	0.5084746	-0.19111596	-0.4956063	0.49904904	0.38345712	-0.22623868	0.29437476
-0.034390494	0.02672193	0.022099594	0.041985963	-0.05369341	0.12143112	0.031538922	0.022274777	0.018088946	-0.05594422	-0.16279638	-0.017697934	0.053791944	0.08867027	-0.0990535	0.03471823
-0.08017447	0.099988095	0.07516861	0.05240158	0.061836176	-0.058964867	-0.066149026	-0.06420262	-0.052638054	-0.1345949	0.05855501	0.11069043	-0.005561646	-0.019441225	0.06818364	-0.04448064
0.23634808	-0.31961262	-0.35859433	-0.29189888	-0.48707655	0.28652167	0.36480293	0.39470306	0.35680205	0.44403934	-0.29453897	-0.46171463	0.44495887	0.4522165	-0.31335598	0.2852072
-0.061521992	0.097582296	0.039945878	0.09322541	0.11462552	-0.001303393	-0.029819984	-0.005728163	-0.01302785	-0.120251335	-0.035189055	0.030817714	-0.03130546	-0.058363065	-0.039824296	-0.03792592
0.26028204	-0.22483732	-0.31658328	-0.2281365	-0.37408853	0.33453998	0.36045697	0.2595542	0.36532104	0.4260301	-0.19035804	-0.4030426	0.44055983	0.39971623	-0.23468503	0.24807183
-0.00202645	0.035171088	-0.010872774	-0.003215522	0.0032913792	-0.05291792	-0.0004536232	-0.046300516	0.0076474585	-0.0018326447	0.032359987	-0.007918154	-0.021359293	-0.0069606705	0.046454955	0.014194162
0.20644379	-0.34490037	-0.38378826	-0.32779762	-0.47241065	0.32080108	0.33735076	0.367863	0.37232134	0.51340175	-0.2776277	-0.48872277	0.47712272	0.3798325	-0.22871628	0.30977207
-0.0010285082	0.07166371	0.0819207	0.11466988	0.15735564	-0.024769364	-0.07885805	-0.12395834	-0.08185164	-0.12064575	-0.03363106	0.1009172	-0.090937346	-0.13122323	0.033133708	0.012594337
0.12150547	-0.14532025	-0.20123105	-0.22269344	-0.23977207	0.20600143	0.19948187	0.22764264	0.22636451	0.32756844	-0.14595053	-0.23664309	0.30210763	0.24280791	-0.15342994	0.107459344
-0.2444582	0.29995087	0.33562225	0.3000636	0.37182176	-0.19422609	-0.29461515	-0.34901598	-0.26290315	-0.3950151	0.15660302	0.37381998	-0.36400884	-0.35878128	0.15803012	-0.19080812
-0.067334734	-0.014884779	0.07372044	0.05760446	0.05048184	-0.044371422	-0.043662637	-0.0034237432	0.02097252	-0.04348202	-0.04093103	0.0677168	0.002291439	-0.038256347	0.042401846	-0.0121989865
0.0486305	0.009889838	0.019158073	0.0027222347	0.05706216	0.0715016	-0.0113374125	0.052163888	-0.035689622	-0.052866917	-0.040804256	0.019268729	0.016255692	-0.02008353	-0.09349438	0.050619144
-0.1375397	0.041566733	0.023187067	0.03849681	0.076834366	-0.046640642	-0.09768792	-0.068703465	-0.039940346	-0.06943363	-0.01940683	0.0678474	-0.07106416	-0.0945316	-0.023858331	-0.04745491
-0.022924343	-0.026642729	0.022744741	-0.010076033	-0.09116648	0.057258535	0.01164371	0.03539075	0.03929948	0.09324128	0.0030119384	-0.07162884	0.063832015	0.08864748	0.044903148	-0.032654807
0.032120854	-0.037022043	-0.019803176	0.004708802	0.067584015	0.0050090463	0.00016003194	-0.043764327	-0.044104576	-0.044008024	-0.08875386	0.07523816	-0.0086923065	-0.00036168448	-0.03591813	0.074134625
0.13544254	-0.17016697	-0.21894483	-0.17222287	-0.30724508	0.1732425	0.15279143	0.24197084	0.25832015	0.2135255	-0.13278723	-0.2552631	0.24245006	0.24318425	-0.13300903	0.11139305
